,id,Agent Name,Leader 1,Leader Name,Month Start Date,Location,Calls Answered,Calls Not Answered,Not Answered Rate,Met Not Answered Rate,Not Answered Percent < 5,Calls Offered,Total Duration,Agent Avg Duration,Transfers,Sentiment,Sentiment Score >= 0,Met Sentiment Goal
16,8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-05-01,Margaree,580.0,0.0,0.0,True,5,580.0,11600.0,20.0,16.0,33.0,0,True
17,8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-06-01,Margaree,765.0,27.0,0.03409090909090909,True,5,792.0,15840.0,20.705882352941178,13.0,-16.0,0,False
18,8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-07-01,Margaree,407.0,80.0,0.16427104722792607,False,5,487.0,10227.0,25.127764127764127,14.0,38.0,0,True
19,8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-08-01,Margaree,394.0,21.0,0.05060240963855422,False,5,415.0,1245.0,3.1598984771573604,22.0,72.0,0,True
20,8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-09-01,Margaree,553.0,31.0,0.053082191780821915,False,5,584.0,1752.0,3.1681735985533455,20.0,37.0,0,True
21,8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-10-01,Margaree,632.0,71.0,0.10099573257467995,False,5,703.0,4218.0,6.674050632911392,17.0,-20.0,0,False
22,8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-11-01,Margaree,927.0,7.0,0.007494646680942184,True,5,934.0,18680.0,20.151024811218985,1.0,63.0,0,True
23,8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-12-01,Margaree,919.0,73.0,0.07358870967741936,False,5,992.0,14880.0,16.19151251360174,7.0,-89.0,0,False
24,10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-01-01,Margaree,575.0,4.0,0.0069084628670120895,True,5,579.0,3474.0,6.041739130434783,,-70.0,0,False
25,10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-02-01,Margaree,714.0,46.0,0.060526315789473685,False,5,760.0,7600.0,10.644257703081232,,-47.0,0,False
26,10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-03-01,Margaree,552.0,43.0,0.07226890756302522,False,5,595.0,5355.0,9.701086956521738,,-60.0,0,False
27,10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-04-01,Margaree,466.0,41.0,0.08086785009861933,False,5,507.0,1521.0,3.263948497854077,,67.0,0,True
28,10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-05-01,Margaree,560.0,63.0,0.10112359550561797,False,5,623.0,1869.0,3.3375,12.0,-39.0,0,False
29,10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-06-01,Margaree,681.0,67.0,0.08957219251336898,False,5,748.0,4488.0,6.590308370044053,2.0,82.0,0,True
30,10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-07-01,Margaree,391.0,49.0,0.11136363636363636,False,5,440.0,9240.0,23.63171355498721,8.0,-85.0,0,False
31,10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-08-01,Margaree,654.0,60.0,0.08403361344537816,False,5,714.0,13566.0,20.743119266055047,12.0,28.0,0,True
32,10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-09-01,Margaree,568.0,27.0,0.0453781512605042,True,5,595.0,1785.0,3.142605633802817,22.0,-87.0,0,False
33,10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-10-01,Margaree,602.0,56.0,0.0851063829787234,False,5,658.0,3948.0,6.558139534883721,19.0,-79.0,0,False
34,10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-11-01,Margaree,936.0,0.0,0.0,True,5,936.0,15912.0,17.0,24.0,74.0,0,True
35,10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-12-01,Margaree,693.0,16.0,0.022566995768688293,True,5,709.0,5672.0,8.184704184704184,3.0,78.0,0,True
36,11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-01-01,Margaree,812.0,12.0,0.014563106796116505,True,5,824.0,13184.0,16.236453201970445,,17.0,0,True
37,11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-02-01,Margaree,879.0,6.0,0.006779661016949152,True,5,885.0,13275.0,15.102389078498293,,69.0,0,True
38,11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-03-01,Margaree,838.0,42.0,0.04772727272727273,True,5,880.0,2640.0,3.1503579952267304,,19.0,0,True
39,11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-04-01,Margaree,653.0,74.0,0.10178817056396149,False,5,727.0,14540.0,22.26646248085758,,34.0,0,True
40,11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-05-01,Margaree,813.0,27.0,0.03214285714285714,True,5,840.0,17640.0,21.69741697416974,11.0,99.0,0,True
41,11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-06-01,Margaree,892.0,23.0,0.025136612021857924,True,5,915.0,6405.0,7.180493273542601,21.0,-44.0,0,False
42,11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-07-01,Margaree,356.0,67.0,0.15839243498817968,False,5,423.0,3807.0,10.6938202247191,3.0,-50.0,0,False
43,11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-08-01,Margaree,702.0,3.0,0.00425531914893617,True,5,705.0,11985.0,17.072649572649574,19.0,-52.0,0,False
44,11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-09-01,Margaree,628.0,7.0,0.011023622047244094,True,5,635.0,5080.0,8.089171974522293,5.0,24.0,0,True
45,11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-10-01,Margaree,927.0,53.0,0.05408163265306123,False,5,980.0,5880.0,6.343042071197411,6.0,-39.0,0,False
46,11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-11-01,Margaree,915.0,64.0,0.06537282941777324,False,5,979.0,8811.0,9.62950819672131,21.0,-63.0,0,False
47,11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-12-01,Margaree,376.0,31.0,0.07616707616707617,False,5,407.0,4884.0,12.98936170212766,2.0,30.0,0,True
48,12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-01-01,Margaree,422.0,7.0,0.016317016317016316,True,5,429.0,4719.0,11.182464454976303,,40.0,0,True
49,12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-02-01,Margaree,765.0,54.0,0.06593406593406594,False,5,819.0,9828.0,12.847058823529412,,50.0,0,True
50,12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-03-01,Margaree,734.0,33.0,0.04302477183833116,True,5,767.0,10738.0,14.629427792915532,,52.0,0,True
51,12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-04-01,Margaree,957.0,1.0,0.0010438413361169101,True,5,958.0,7664.0,8.008359456635318,,-20.0,0,False
52,12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-05-01,Margaree,702.0,87.0,0.11026615969581749,False,5,789.0,10257.0,14.61111111111111,13.0,97.0,0,True
53,12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-06-01,Margaree,773.0,71.0,0.08412322274881516,False,5,844.0,14348.0,18.561448900388097,11.0,-49.0,0,False
54,12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-07-01,Margaree,688.0,24.0,0.033707865168539325,True,5,712.0,7120.0,10.348837209302326,2.0,-76.0,0,False
55,12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-08-01,Margaree,524.0,54.0,0.09342560553633218,False,5,578.0,6936.0,13.236641221374045,18.0,-34.0,0,False
56,12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-09-01,Margaree,592.0,69.0,0.1043872919818457,False,5,661.0,12559.0,21.214527027027028,18.0,97.0,0,True
57,12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-10-01,Margaree,690.0,35.0,0.04827586206896552,True,5,725.0,13775.0,19.963768115942027,8.0,23.0,0,True
58,12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-11-01,Margaree,645.0,76.0,0.10540915395284327,False,5,721.0,12257.0,19.003100775193797,16.0,-87.0,0,False
59,12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-12-01,Margaree,786.0,1.0,0.0012706480304955528,True,5,787.0,2361.0,3.00381679389313,15.0,27.0,0,True
60,21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-01-01,Margaree,763.0,5.0,0.006510416666666667,True,5,768.0,11520.0,15.09829619921363,,-62.0,0,False
61,21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-02-01,Margaree,697.0,12.0,0.01692524682651622,True,5,709.0,3545.0,5.086083213773314,,-100.0,0,False
62,21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-03-01,Margaree,701.0,1.0,0.0014245014245014246,True,5,702.0,5616.0,8.011412268188302,,15.0,0,True
63,21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-04-01,Margaree,509.0,1.0,0.00196078431372549,True,5,510.0,7650.0,15.029469548133596,,-98.0,0,False
64,21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-05-01,Margaree,780.0,24.0,0.029850746268656716,True,5,804.0,9648.0,12.36923076923077,0.0,-52.0,0,False
65,21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-06-01,Margaree,823.0,32.0,0.03742690058479532,True,5,855.0,7695.0,9.349939246658566,26.0,25.0,0,True
66,21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-07-01,Margaree,639.0,79.0,0.11002785515320335,False,5,718.0,6462.0,10.112676056338028,21.0,1.0,0,True
67,21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-08-01,Margaree,810.0,15.0,0.01818181818181818,True,5,825.0,9900.0,12.222222222222221,18.0,-22.0,0,False
68,21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-09-01,Margaree,535.0,17.0,0.030797101449275364,True,5,552.0,5520.0,10.317757009345794,5.0,72.0,0,True
69,21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-10-01,Margaree,360.0,72.0,0.16666666666666666,False,5,432.0,7776.0,21.6,1.0,-15.0,0,False
70,21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-11-01,Margaree,630.0,37.0,0.05547226386806597,False,5,667.0,10672.0,16.93968253968254,16.0,32.0,0,True
71,21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-12-01,Margaree,645.0,56.0,0.07988587731811697,False,5,701.0,3505.0,5.434108527131783,17.0,-85.0,0,False
72,22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-01-01,Margaree,529.0,6.0,0.011214953271028037,True,5,535.0,9095.0,17.192816635160682,,72.0,0,True
73,22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-02-01,Margaree,650.0,29.0,0.042709867452135494,True,5,679.0,11543.0,17.75846153846154,,-39.0,0,False
74,22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-03-01,Margaree,414.0,2.0,0.004807692307692308,True,5,416.0,5408.0,13.06280193236715,,10.0,0,True
75,22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-04-01,Margaree,390.0,25.0,0.060240963855421686,False,5,415.0,4980.0,12.76923076923077,,76.0,0,True
76,22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-05-01,Margaree,487.0,21.0,0.04133858267716536,True,5,508.0,2540.0,5.215605749486653,21.0,4.0,0,True
77,22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-06-01,Margaree,488.0,52.0,0.0962962962962963,False,5,540.0,11340.0,23.237704918032787,26.0,-30.0,0,False
78,22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-07-01,Margaree,743.0,74.0,0.09057527539779682,False,5,817.0,11438.0,15.39434724091521,3.0,-50.0,0,False
79,22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-08-01,Margaree,784.0,2.0,0.002544529262086514,True,5,786.0,12576.0,16.040816326530614,4.0,-31.0,0,False
80,22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-09-01,Margaree,604.0,1.0,0.001652892561983471,True,5,605.0,9680.0,16.026490066225165,4.0,51.0,0,True
81,22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-10-01,Margaree,576.0,66.0,0.102803738317757,False,5,642.0,3210.0,5.572916666666667,18.0,-72.0,0,False
82,22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-11-01,Margaree,488.0,42.0,0.07924528301886792,False,5,530.0,6360.0,13.032786885245901,1.0,-15.0,0,False
83,22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-12-01,Margaree,842.0,70.0,0.07675438596491228,False,5,912.0,18240.0,21.66270783847981,13.0,92.0,0,True
84,25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-01-01,Margaree,633.0,0.0,0.0,True,5,633.0,6330.0,10.0,,-4.0,0,False
85,25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-02-01,Margaree,469.0,39.0,0.07677165354330709,False,5,508.0,6604.0,14.081023454157782,,36.0,0,True
86,25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-03-01,Margaree,885.0,0.0,0.0,True,5,885.0,14160.0,16.0,,-39.0,0,False
87,25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-04-01,Margaree,813.0,81.0,0.09060402684563758,False,5,894.0,8046.0,9.896678966789668,,4.0,0,True
88,25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-05-01,Margaree,898.0,19.0,0.020719738276990186,True,5,917.0,11004.0,12.25389755011136,23.0,-72.0,0,False
89,25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-06-01,Margaree,590.0,65.0,0.09923664122137404,False,5,655.0,7860.0,13.322033898305085,26.0,-27.0,0,False
90,25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-07-01,Margaree,669.0,37.0,0.05240793201133145,False,5,706.0,10590.0,15.829596412556054,2.0,16.0,0,True
91,25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-08-01,Margaree,789.0,73.0,0.08468677494199536,False,5,862.0,2586.0,3.277566539923954,9.0,18.0,0,True
92,25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-09-01,Margaree,710.0,45.0,0.059602649006622516,False,5,755.0,15100.0,21.267605633802816,16.0,57.0,0,True
93,25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-10-01,Margaree,436.0,31.0,0.06638115631691649,False,5,467.0,2802.0,6.426605504587156,9.0,14.0,0,True
94,25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-11-01,Margaree,765.0,65.0,0.0783132530120482,False,5,830.0,12450.0,16.274509803921568,3.0,90.0,0,True
95,25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-12-01,Margaree,712.0,63.0,0.08129032258064516,False,5,775.0,10075.0,14.150280898876405,17.0,-76.0,0,False
96,29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-01-01,Margaree,466.0,20.0,0.0411522633744856,True,5,486.0,4860.0,10.429184549356224,,57.0,0,True
97,29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-02-01,Margaree,664.0,49.0,0.06872370266479663,False,5,713.0,12121.0,18.254518072289155,,-39.0,0,False
98,29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-03-01,Margaree,995.0,6.0,0.005994005994005994,True,5,1001.0,3003.0,3.0180904522613066,,-64.0,0,False
99,29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-04-01,Margaree,806.0,60.0,0.06928406466512702,False,5,866.0,10392.0,12.893300248138958,,78.0,0,True
100,29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-05-01,Margaree,830.0,10.0,0.011904761904761904,True,5,840.0,15120.0,18.216867469879517,25.0,-19.0,0,False
101,29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-06-01,Margaree,710.0,25.0,0.034013605442176874,True,5,735.0,4410.0,6.211267605633803,3.0,52.0,0,True
102,29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-07-01,Margaree,905.0,81.0,0.0821501014198783,False,5,986.0,11832.0,13.074033149171271,0.0,-86.0,0,False
103,29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-08-01,Margaree,562.0,21.0,0.036020583190394515,True,5,583.0,8162.0,14.523131672597865,15.0,-52.0,0,False
104,29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-09-01,Margaree,778.0,87.0,0.10057803468208093,False,5,865.0,13840.0,17.789203084832906,18.0,-87.0,0,False
105,29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-10-01,Margaree,806.0,13.0,0.015873015873015872,True,5,819.0,9009.0,11.17741935483871,1.0,-72.0,0,False
106,29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-11-01,Margaree,709.0,5.0,0.0070028011204481795,True,5,714.0,4284.0,6.042313117066291,15.0,-60.0,0,False
107,29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-12-01,Margaree,410.0,16.0,0.03755868544600939,True,5,426.0,4686.0,11.429268292682927,24.0,53.0,0,True
108,31,"Elyse, York",3,"Yorke, Befroy",2021-01-01,Margaree,693.0,25.0,0.034818941504178275,True,5,718.0,7180.0,10.36075036075036,,41.0,0,True
109,31,"Elyse, York",3,"Yorke, Befroy",2021-02-01,Margaree,492.0,29.0,0.05566218809980806,False,5,521.0,2605.0,5.294715447154472,,60.0,0,True
110,31,"Elyse, York",3,"Yorke, Befroy",2021-03-01,Margaree,375.0,84.0,0.1830065359477124,False,5,459.0,5967.0,15.912,,-71.0,0,False
111,31,"Elyse, York",3,"Yorke, Befroy",2021-04-01,Margaree,416.0,39.0,0.08571428571428572,False,5,455.0,9555.0,22.96875,,-73.0,0,False
112,31,"Elyse, York",3,"Yorke, Befroy",2021-05-01,Margaree,450.0,68.0,0.13127413127413126,False,5,518.0,3108.0,6.906666666666666,1.0,-80.0,0,False
113,31,"Elyse, York",3,"Yorke, Befroy",2021-06-01,Margaree,852.0,46.0,0.051224944320712694,False,5,898.0,8980.0,10.539906103286384,16.0,-81.0,0,False
114,31,"Elyse, York",3,"Yorke, Befroy",2021-07-01,Margaree,626.0,61.0,0.08879184861717612,False,5,687.0,9618.0,15.364217252396166,7.0,61.0,0,True
115,31,"Elyse, York",3,"Yorke, Befroy",2021-08-01,Margaree,709.0,13.0,0.018005540166204988,True,5,722.0,14440.0,20.366713681241183,17.0,57.0,0,True
116,31,"Elyse, York",3,"Yorke, Befroy",2021-09-01,Margaree,545.0,56.0,0.09317803660565724,False,5,601.0,7212.0,13.23302752293578,24.0,-6.0,0,False
117,31,"Elyse, York",3,"Yorke, Befroy",2021-10-01,Margaree,441.0,51.0,0.10365853658536585,False,5,492.0,8364.0,18.965986394557824,19.0,-84.0,0,False
118,31,"Elyse, York",3,"Yorke, Befroy",2021-11-01,Margaree,550.0,36.0,0.06143344709897611,False,5,586.0,4102.0,7.458181818181818,5.0,-97.0,0,False
119,31,"Elyse, York",3,"Yorke, Befroy",2021-12-01,Margaree,730.0,15.0,0.020134228187919462,True,5,745.0,14155.0,19.39041095890411,21.0,79.0,0,True
120,32,"Clo, Elstone",3,"Yorke, Befroy",2021-01-01,Margaree,642.0,18.0,0.02727272727272727,True,5,660.0,7260.0,11.30841121495327,,-70.0,0,False
121,32,"Clo, Elstone",3,"Yorke, Befroy",2021-02-01,Margaree,750.0,7.0,0.009247027741083224,True,5,757.0,11355.0,15.14,,-24.0,0,False
122,32,"Clo, Elstone",3,"Yorke, Befroy",2021-03-01,Margaree,676.0,29.0,0.04113475177304964,True,5,705.0,11280.0,16.68639053254438,,22.0,0,True
123,32,"Clo, Elstone",3,"Yorke, Befroy",2021-04-01,Margaree,528.0,85.0,0.13866231647634583,False,5,613.0,7356.0,13.931818181818182,,23.0,0,True
124,32,"Clo, Elstone",3,"Yorke, Befroy",2021-05-01,Margaree,646.0,19.0,0.02857142857142857,True,5,665.0,13300.0,20.58823529411765,25.0,-9.0,0,False
125,32,"Clo, Elstone",3,"Yorke, Befroy",2021-06-01,Margaree,408.0,14.0,0.03317535545023697,True,5,422.0,6330.0,15.514705882352942,15.0,62.0,0,True
126,32,"Clo, Elstone",3,"Yorke, Befroy",2021-07-01,Margaree,513.0,1.0,0.0019455252918287938,True,5,514.0,10794.0,21.04093567251462,21.0,96.0,0,True
127,32,"Clo, Elstone",3,"Yorke, Befroy",2021-08-01,Margaree,502.0,16.0,0.03088803088803089,True,5,518.0,6216.0,12.382470119521912,4.0,32.0,0,True
128,32,"Clo, Elstone",3,"Yorke, Befroy",2021-09-01,Margaree,423.0,0.0,0.0,True,5,423.0,6345.0,15.0,2.0,20.0,0,True
129,32,"Clo, Elstone",3,"Yorke, Befroy",2021-10-01,Margaree,488.0,85.0,0.14834205933682373,False,5,573.0,4584.0,9.39344262295082,22.0,-93.0,0,False
130,32,"Clo, Elstone",3,"Yorke, Befroy",2021-11-01,Margaree,874.0,12.0,0.013544018058690745,True,5,886.0,3544.0,4.054919908466819,27.0,90.0,0,True
131,32,"Clo, Elstone",3,"Yorke, Befroy",2021-12-01,Margaree,760.0,13.0,0.016817593790426907,True,5,773.0,2319.0,3.0513157894736844,19.0,48.0,0,True
132,35,"Ninette, McCarty",3,"Yorke, Befroy",2021-01-01,Margaree,832.0,9.0,0.01070154577883472,True,5,841.0,5046.0,6.064903846153846,,99.0,0,True
133,35,"Ninette, McCarty",3,"Yorke, Befroy",2021-02-01,Margaree,460.0,10.0,0.02127659574468085,True,5,470.0,5640.0,12.26086956521739,,-16.0,0,False
134,35,"Ninette, McCarty",3,"Yorke, Befroy",2021-03-01,Margaree,681.0,11.0,0.015895953757225433,True,5,692.0,2768.0,4.0646108663729805,,-90.0,0,False
135,35,"Ninette, McCarty",3,"Yorke, Befroy",2021-04-01,Margaree,700.0,73.0,0.0944372574385511,False,5,773.0,6957.0,9.938571428571429,,-87.0,0,False
136,35,"Ninette, McCarty",3,"Yorke, Befroy",2021-05-01,Margaree,807.0,25.0,0.030048076923076924,True,5,832.0,6656.0,8.247831474597273,16.0,83.0,0,True
137,35,"Ninette, McCarty",3,"Yorke, Befroy",2021-06-01,Margaree,839.0,48.0,0.05411499436302142,False,5,887.0,15966.0,19.02979737783075,24.0,74.0,0,True
138,35,"Ninette, McCarty",3,"Yorke, Befroy",2021-07-01,Margaree,648.0,71.0,0.09874826147426982,False,5,719.0,14380.0,22.191358024691358,16.0,-98.0,0,False
139,35,"Ninette, McCarty",3,"Yorke, Befroy",2021-08-01,Margaree,718.0,82.0,0.1025,False,5,800.0,16000.0,22.284122562674096,13.0,41.0,0,True
140,35,"Ninette, McCarty",3,"Yorke, Befroy",2021-09-01,Margaree,482.0,14.0,0.028225806451612902,True,5,496.0,9920.0,20.58091286307054,18.0,-53.0,0,False
141,35,"Ninette, McCarty",3,"Yorke, Befroy",2021-10-01,Margaree,757.0,31.0,0.03934010152284264,True,5,788.0,11820.0,15.614266842800529,0.0,93.0,0,True
142,35,"Ninette, McCarty",3,"Yorke, Befroy",2021-11-01,Margaree,358.0,59.0,0.14148681055155876,False,5,417.0,5421.0,15.14245810055866,24.0,89.0,0,True
143,35,"Ninette, McCarty",3,"Yorke, Befroy",2021-12-01,Margaree,694.0,84.0,0.10796915167095116,False,5,778.0,6224.0,8.968299711815561,0.0,91.0,0,True
144,36,"Gregory, Janusik",3,"Yorke, Befroy",2021-01-01,Margaree,588.0,3.0,0.005076142131979695,True,5,591.0,5319.0,9.045918367346939,,-30.0,0,False
145,36,"Gregory, Janusik",3,"Yorke, Befroy",2021-02-01,Margaree,552.0,47.0,0.07846410684474124,False,5,599.0,8386.0,15.192028985507246,,63.0,0,True
146,36,"Gregory, Janusik",3,"Yorke, Befroy",2021-03-01,Margaree,650.0,46.0,0.06609195402298851,False,5,696.0,6960.0,10.707692307692307,,-41.0,0,False
147,36,"Gregory, Janusik",3,"Yorke, Befroy",2021-04-01,Margaree,520.0,41.0,0.07308377896613191,False,5,561.0,4488.0,8.63076923076923,,-91.0,0,False
148,36,"Gregory, Janusik",3,"Yorke, Befroy",2021-05-01,Margaree,420.0,65.0,0.13402061855670103,False,5,485.0,8730.0,20.785714285714285,23.0,-22.0,0,False
149,36,"Gregory, Janusik",3,"Yorke, Befroy",2021-06-01,Margaree,789.0,33.0,0.040145985401459854,True,5,822.0,14796.0,18.752851711026615,15.0,8.0,0,True
150,36,"Gregory, Janusik",3,"Yorke, Befroy",2021-07-01,Margaree,732.0,1.0,0.001364256480218281,True,5,733.0,2932.0,4.005464480874317,22.0,64.0,0,True
151,36,"Gregory, Janusik",3,"Yorke, Befroy",2021-08-01,Margaree,740.0,46.0,0.058524173027989825,False,5,786.0,3144.0,4.248648648648649,10.0,-5.0,0,False
152,36,"Gregory, Janusik",3,"Yorke, Befroy",2021-09-01,Margaree,919.0,65.0,0.06605691056910569,False,5,984.0,6888.0,7.495103373231774,18.0,31.0,0,True
